user_id,signup_date
751,2023-07-29
752,2020-03-03
753,2023-05-25
754,2022-04-06
755,2022-03-05
756,2021-11-19
757,2020-04-14
758,2023-01-27
759,2021-05-25
760,2021-01-19
761,2021-02-08
762,2022-04-02
763,2021-06-01
764,2021-04-20
765,2021-12-09
766,2022-02-09
767,2022-11-12
768,2022-09-23
769,2021-11-07
770,2021-12-14
771,2020-03-23
772,2023-03-14
773,2023-01-13
774,2023-01-06
775,2021-04-01
776,2020-01-01
777,2020-02-20
778,2021-11-15
779,2021-12-17
780,2021-03-24
781,2022-05-30
782,2021-05-02
783,2020-02-03
784,2023-10-03
785,2020-04-04
786,2022-12-31
787,2020-06-02
788,2020-09-06
789,2021-11-04
790,2021-03-13
791,2020-04-27
792,2022-02-09
793,2023-08-22
794,2020-09-24
795,2022-12-13
796,2020-08-23
797,2021-01-23
798,2022-09-16
799,2022-02-01
800,2021-02-04
801,2021-09-15
802,2022-02-05
803,2023-08-19
804,2022-07-07
805,2023-05-15
806,2023-06-06
807,2022-05-02
808,2021-07-31
809,2020-03-15
810,2021-03-10
811,2020-04-12
812,2023-12-16
813,2022-02-02
814,2022-01-07
815,2022-03-16
816,2023-08-22
817,2020-04-07
818,2022-03-08
819,2023-09-20
820,2022-05-08
821,2021-03-10
822,2021-03-22
823,2023-08-24
824,2020-09-05
825,2020-06-14
826,2022-09-10
827,2023-09-20
828,2022-10-16
829,2021-06-25
830,2022-01-28
831,2023-02-03
832,2020-03-21
833,2020-05-12
834,2022-03-07
835,2022-06-18
836,2020-05-17
837,2020-07-02
838,2023-11-25
839,2023-09-15
840,2022-02-23
841,2022-09-10
842,2020-03-09
843,2021-06-29
844,2020-02-22
845,2020-07-23
846,2020-05-05
847,2020-02-12
848,2020-04-20
849,2022-01-30
850,2023-04-21
851,2022-04-27
852,2020-04-04
853,2023-10-29
854,2022-06-18
855,2020-12-25
856,2022-06-18
857,2020-10-07
858,2023-05-03
859,2023-05-03
860,2021-10-28
861,2020-04-02
862,2021-11-02
863,2020-03-01
864,2021-09-25
865,2022-12-10
866,2023-11-27
867,2022-10-25
868,2021-08-26
869,2021-11-12
870,2021-06-17
871,2023-11-29
872,2022-04-17
873,2021-10-06
874,2020-08-20
875,2021-06-07
876,2020-12-11
877,2022-12-05
878,2021-06-29
879,2023-01-06
880,2023-01-01
881,2022-03-04
882,2020-09-05
883,2020-02-16
884,2023-02-18
885,2020-08-01
886,2020-08-26
887,2022-12-15
888,2020-12-15
889,2020-04-16
890,2022-04-10
891,2020-02-17
892,2020-12-02
893,2022-11-15
894,2022-03-14
895,2023-07-04
896,2020-01-08
897,2021-09-16
898,2023-06-30
899,2021-12-19
900,2020-10-29
901,2021-09-30
902,2020-02-25
903,2021-12-26
904,2021-06-09
905,2021-04-18
906,2020-01-28
907,2020-03-18
908,2023-05-24
909,2023-11-10
910,2020-12-30
911,2021-10-27
912,2021-06-09
913,2021-11-29
914,2023-08-28
915,2022-06-01
916,2022-10-27
917,2022-10-23
918,2022-07-07
919,2022-01-19
920,2020-12-28
921,2023-07-21
922,2022-03-16
923,2022-01-08
924,2022-11-04
925,2023-04-30
926,2021-04-29
927,2020-01-28
928,2021-12-14
929,2022-11-28
930,2023-07-20
931,2023-06-08
932,2020-03-26
933,2020-05-05
934,2022-03-22
935,2021-06-20
936,2020-05-24
937,2023-05-20
938,2020-01-25
939,2023-11-18
940,2020-03-07
941,2020-08-20
942,2020-04-18
943,2023-03-15
944,2020-04-20
945,2020-08-15
946,2020-04-20
947,2020-02-03
948,2021-09-14
949,2023-10-24
950,2022-01-17
951,2021-08-17
952,2021-02-28
953,2021-09-04
954,2021-11-22
955,2023-07-29
956,2023-09-05
957,2020-11-10
958,2022-05-26
959,2023-11-01
960,2023-08-05
961,2021-10-23
962,2020-10-03
963,2021-09-15
964,2021-05-30
965,2023-10-05
966,2022-04-22
967,2020-12-15
968,2022-04-02
969,2023-03-06
970,2022-01-28
971,2022-06-17
972,2020-08-30
973,2021-06-26
974,2022-11-29
975,2020-08-16
976,2021-07-01
977,2022-07-08
978,2023-05-31
979,2020-01-06
980,2023-09-07
981,2021-04-12
982,2020-03-15
983,2020-01-04
984,2021-10-07
985,2020-04-27
986,2022-05-30
987,2021-05-18
988,2022-08-04
989,2021-07-27
990,2020-07-12
991,2022-04-26
992,2021-12-15
993,2023-11-16
994,2022-11-15
995,2023-12-29
996,2020-06-21
997,2023-08-16
998,2020-11-21
999,2023-12-04
1000,2023-02-15
1001,2022-04-15
1002,2021-12-24
1003,2020-08-12
1004,2021-06-15
1005,2020-04-22
1006,2020-05-19
1007,2021-07-12
1008,2020-01-01
1009,2020-03-30
1010,2021-10-15
1011,2020-11-15
1012,2020-05-18
1013,2022-04-24
1014,2020-09-15
1015,2022-06-20
1016,2021-11-20
1017,2020-01-10
1018,2020-09-17
1019,2020-06-20
1020,2022-06-16
1021,2020-01-13
1022,2023-04-06
1023,2020-11-16
1024,2023-09-04
1025,2020-11-24
1026,2022-02-23
1027,2022-02-15
1028,2022-06-29
1029,2023-12-13
1030,2023-01-23
1031,2020-11-13
1032,2020-08-23
1033,2020-11-29
1034,2021-01-10
1035,2023-03-06
1036,2021-08-10
1037,2021-05-27
1038,2023-08-12
1039,2023-09-05
1040,2022-07-06
1041,2023-10-04
1042,2022-05-22
1043,2023-06-06
1044,2020-09-26
1045,2022-03-08
1046,2023-08-07
1047,2021-12-25
1048,2023-04-03
1049,2020-01-05
1050,2022-04-30
1051,2023-11-03
1052,2020-03-18
1053,2023-12-04
1054,2021-07-27
1055,2020-05-11
1056,2021-08-23
1057,2022-12-01
1058,2020-03-29
1059,2021-02-05
1060,2020-10-22
1061,2023-08-11
1062,2021-09-07
1063,2022-03-10
1064,2021-02-25
1065,2022-11-12
1066,2021-07-28
1067,2020-05-22
1068,2022-09-19
1069,2021-10-26
1070,2020-05-24
1071,2023-06-02
1072,2022-10-03
1073,2021-05-17
1074,2022-03-31
1075,2020-04-13
1076,2022-11-28
1077,2020-07-16
1078,2021-08-01
1079,2021-01-25
1080,2023-04-17
1081,2021-07-07
1082,2022-11-04
1083,2023-08-05
1084,2021-04-22
1085,2023-06-08
1086,2022-07-11
1087,2021-02-23
1088,2020-06-05
1089,2021-07-03
1090,2023-01-25
1091,2022-10-17
1092,2022-09-23
1093,2023-12-05
1094,2022-08-08
1095,2020-10-15
1096,2023-07-01
1097,2020-07-14
1098,2021-08-20
1099,2021-05-31
1100,2022-05-14
1101,2023-02-15
1102,2022-03-16
1103,2023-03-28
1104,2022-03-25
1105,2020-08-15
1106,2020-08-03
1107,2022-08-05
1108,2020-01-15
1109,2023-03-26
1110,2023-07-08
1111,2023-03-26
1112,2020-02-16
1113,2020-11-19
1114,2022-04-23
1115,2020-05-09
1116,2023-12-05
1117,2020-04-04
1118,2021-09-18
1119,2022-01-24
1120,2023-08-08
1121,2022-03-04
1122,2023-07-30
1123,2020-03-09
1124,2020-01-11
1125,2023-07-01
1126,2022-05-21
1127,2021-07-03
1128,2023-03-03
1129,2021-12-12
1130,2020-01-23
1131,2022-03-25
1132,2020-12-11
1133,2020-10-28
1134,2020-12-28
1135,2021-01-30
1136,2020-08-05
1137,2020-05-20
1138,2022-08-15
1139,2023-05-18
1140,2022-09-11
1141,2022-09-19
1142,2022-04-07
1143,2021-11-13
1144,2022-09-30
1145,2020-12-21
1146,2022-10-04
1147,2023-09-09
1148,2023-03-02
1149,2022-06-06
1150,2020-05-06
1151,2023-02-03
1152,2022-10-05
1153,2021-08-26
1154,2023-11-02
1155,2022-10-10
1156,2020-02-20
1157,2022-11-18
1158,2023-08-12
1159,2023-08-13
1160,2022-02-17
1161,2023-12-01
1162,2022-03-24
1163,2023-11-29
1164,2023-10-01
1165,2021-02-23
1166,2023-04-20
1167,2022-09-09
1168,2022-04-04
1169,2022-10-21
1170,2021-07-20
1171,2021-01-05
1172,2022-07-24
1173,2021-10-22
1174,2023-12-25
1175,2022-08-26
1176,2023-08-25
1177,2023-03-06
1178,2020-07-20
1179,2023-12-30
1180,2020-11-08
1181,2020-04-26
1182,2022-07-25
1183,2021-07-28
1184,2020-08-31
1185,2021-06-20
1186,2020-03-15
1187,2021-01-20
1188,2023-05-18
1189,2021-04-19
1190,2021-02-21
1191,2020-12-12
1192,2021-10-01
1193,2022-07-27
1194,2022-08-12
1195,2022-05-25
1196,2022-02-01
1197,2023-04-17
1198,2023-04-20
1199,2021-10-25
1200,2020-01-25
1201,2023-04-18
1202,2021-12-10
1203,2023-03-30
1204,2020-06-25
1205,2020-10-11
1206,2020-03-03
1207,2022-09-29
1208,2021-10-23
1209,2021-10-27
1210,2020-06-04
1211,2022-12-08
1212,2022-08-24
1213,2022-04-28
1214,2023-01-12
1215,2023-10-16
1216,2021-11-19
1217,2020-05-27
1218,2020-12-07
1219,2021-04-20
1220,2022-12-22
1221,2023-10-15
1222,2021-07-14
1223,2020-11-22
1224,2023-03-10
1225,2022-09-16
1226,2020-08-02
1227,2021-03-10
1228,2022-08-09
1229,2021-12-23
1230,2023-09-03
1231,2020-02-01
1232,2021-10-31
1233,2020-10-11
1234,2023-08-21
1235,2021-03-04
1236,2020-10-12
1237,2023-03-13
1238,2023-12-18
1239,2022-11-08
1240,2020-01-18
1241,2022-02-07
1242,2021-08-12
1243,2023-10-26
1244,2023-04-13
1245,2022-10-06
1246,2020-07-12
1247,2021-05-16
1248,2022-09-14
1249,2023-02-10
1250,2020-04-23
1251,2023-05-30
1252,2022-08-04
1253,2022-04-10
1254,2023-07-11
1255,2022-07-13
1256,2020-02-24
1257,2022-03-10
1258,2022-02-16
1259,2020-06-10
1260,2023-11-04
1261,2020-03-27
1262,2020-02-24
1263,2023-04-16
1264,2023-11-15
1265,2023-10-04
1266,2022-10-28
1267,2022-04-12
1268,2020-11-08
1269,2022-01-28
1270,2021-03-18
1271,2020-11-23
1272,2022-12-13
1273,2022-01-30
1274,2023-06-16
1275,2023-06-06
1276,2021-08-01
1277,2022-12-10
1278,2022-10-03
1279,2023-07-11
1280,2023-12-12
1281,2020-04-05
1282,2023-01-16
1283,2023-01-06
1284,2023-08-04
1285,2023-02-17
1286,2022-03-24
1287,2021-05-05
1288,2021-03-27
1289,2020-06-13
1290,2020-06-30
1291,2021-04-13
1292,2022-06-28
1293,2022-01-04
1294,2022-04-02
1295,2022-08-01
1296,2020-01-07
1297,2020-11-25
1298,2022-02-13
1299,2020-05-30
1300,2023-01-13
1301,2020-05-26
1302,2023-11-05
1303,2022-07-03
1304,2023-08-01
1305,2021-11-30
1306,2020-03-22
1307,2021-05-28
1308,2022-03-25
1309,2021-12-09
1310,2022-01-15
1311,2022-10-19
1312,2023-11-10
1313,2021-12-07
1314,2021-04-15
1315,2023-02-16
1316,2021-01-30
1317,2020-09-17
1318,2022-03-15
1319,2022-07-22
1320,2023-07-03
1321,2022-06-23
1322,2023-06-03
1323,2022-12-12
1324,2022-07-28
1325,2022-05-03
1326,2023-10-19
1327,2023-07-27
1328,2021-08-15
1329,2021-12-14
1330,2023-03-27
1331,2021-09-23
1332,2020-02-28
1333,2020-05-07
1334,2022-01-05
1335,2021-12-21
1336,2023-02-12
1337,2023-05-17
1338,2021-06-09
1339,2021-06-04
1340,2021-07-05
1341,2020-08-24
1342,2023-07-28
1343,2023-10-14
1344,2023-05-09
1345,2023-07-25
1346,2023-06-12
1347,2021-05-08
1348,2020-01-04
1349,2021-10-27
1350,2021-03-17
1351,2020-01-29
1352,2023-02-06
1353,2021-09-01
1354,2022-03-15
1355,2020-03-15
1356,2022-04-17
1357,2023-03-15
1358,2020-05-07
1359,2020-02-11
1360,2023-10-11
1361,2020-02-10
1362,2022-07-22
1363,2020-02-03
1364,2022-11-06
1365,2023-03-22
1366,2022-09-24
1367,2023-11-02
1368,2021-08-10
1369,2020-12-07
1370,2020-01-27
1371,2023-08-03
1372,2021-10-07
1373,2021-12-31
1374,2020-06-16
1375,2021-09-01
1376,2020-09-24
1377,2022-03-31
1378,2021-03-30
1379,2022-06-24
1380,2023-11-25
1381,2022-07-10
1382,2022-09-07
1383,2021-12-02
1384,2021-09-25
1385,2020-05-09
1386,2022-10-16
1387,2023-10-18
1388,2022-03-29
1389,2021-11-23
1390,2023-08-08
1391,2023-10-26
1392,2022-03-04
1393,2020-01-29
1394,2020-05-28
1395,2023-08-12
1396,2020-01-11
1397,2021-11-06
1398,2023-02-10
1399,2020-07-05
1400,2022-03-17
1401,2022-01-13
1402,2023-06-04
1403,2023-08-26
1404,2020-04-07
1405,2020-02-24
1406,2021-09-14
1407,2021-10-25
1408,2022-01-27
1409,2021-02-09
1410,2020-03-09
1411,2023-08-28
1412,2023-08-05
1413,2022-01-20
1414,2023-03-17
1415,2023-06-21
1416,2022-08-15
1417,2020-12-30
1418,2021-04-26
1419,2020-07-19
1420,2020-06-02
1421,2020-03-13
1422,2021-12-13
1423,2020-10-22
1424,2022-11-06
1425,2023-05-25
1426,2020-03-01
1427,2022-07-27
1428,2020-02-11
1429,2020-01-25
1430,2022-11-28
1431,2020-05-10
1432,2023-06-06
1433,2020-04-17
1434,2020-06-20
1435,2023-12-29
1436,2020-04-11
1437,2022-05-15
1438,2021-06-07
1439,2020-10-01
1440,2022-12-03
1441,2022-03-27
1442,2022-08-14
1443,2022-11-06
1444,2020-11-25
1445,2020-01-12
1446,2023-09-03
1447,2020-08-03
1448,2020-12-04
1449,2021-10-22
1450,2023-01-09
1451,2021-01-08
1452,2022-09-02
1453,2021-12-10
1454,2023-05-08
1455,2021-04-10
1456,2023-01-17
1457,2023-07-15
1458,2021-05-03
1459,2020-02-16
1460,2023-08-04
1461,2022-02-16
1462,2022-11-05
1463,2021-12-11
1464,2021-02-04
1465,2022-09-07
1466,2023-01-14
1467,2020-09-06
1468,2021-01-25
1469,2020-11-30
1470,2021-09-20
1471,2020-05-16
1472,2022-06-01
1473,2021-11-18
1474,2022-04-06
1475,2021-12-27
1476,2021-08-16
1477,2023-05-31
1478,2022-09-16
1479,2021-01-06
1480,2022-07-23
1481,2022-09-21
1482,2021-02-05
1483,2021-09-06
1484,2023-07-20
1485,2023-03-28
1486,2023-03-21
1487,2022-09-21
1488,2021-09-11
1489,2020-07-06
1490,2023-01-26
1491,2020-05-10
1492,2022-03-15
1493,2023-04-09
1494,2022-07-24
1495,2022-09-12
1496,2020-07-01
1497,2022-09-09
1498,2020-12-29
